地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选,Cluster
西城-广安门-红山世家,西南,整租,2房间1卫,15,70.0,7600,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
昌平-沙河-北街家园六区,东,整租,2室1厅1卫,18,63.0,3700,链家,"官方核验,集中供暖,随时看房",0,1
东城-东四-华人一品大厦,西,整租,1房间0卫,3,16.75,6300,链家,"官方核验,近地铁,集中供暖",0,0
顺义-中央别墅区-龙湾别墅,南,整租,4室1厅3卫,3,310.0,35000,链家,"官方核验,精装",0,2
海淀-中关村-紫金数码,东,整租,1室1厅1卫,13,39.48,7230,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
亦庄开发区-亦庄-和成璟园,南北,整租,4室2厅2卫,13,174.2,12500,链家,"官方核验,精装,双卫生间",0,0
昌平-鼓楼大街-七一宿舍,东西,整租,2室1厅1卫,6,85.0,3300,链家,"官方核验,近地铁,集中供暖",0,0
顺义-首都机场-埃力生,南北,整租,3室2厅2卫,11,171.0,7300,链家,"官方核验,集中供暖,双卫生间",0,0
密云-鼓楼街道-车站路小区,南北,整租,3室1厅1卫,6,71.65,1600,链家,"官方核验,集中供暖",0,0
西城-月坛-月坛北街,南北,整租,2室1厅1卫,5,51.6,8500,链家,"官方核验,近地铁,精装,集中供暖",0,0
朝阳-望京-博泰国际,南,整租,1室0厅1卫,18,60.0,6300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
房山-城关-中国铁建原香漫谷二区,南北,整租,3室1厅1卫,20,92.83,2700,链家,"官方核验,精装,集中供暖",0,1
朝阳-三里屯-三里屯北,南,合租,3居室,6,25.0,3500,四维空间,"公寓,独立卫生间,月租,近地铁,精装,集中供暖,押一付一,随时看房",1,0
石景山-苹果园-苹果汇,东,整租,3房间1卫,15,73.0,6000,链家,"官方核验,集中供暖",0,1
顺义-马坡-龙湖香醍漫步一区,南北,整租,2室2厅1卫,6,92.09,4000,链家,"官方核验,精装",0,0
顺义-顺义城-金汉绿港二区,南北,整租,5室2厅3卫,17,290.0,14500,链家,"官方核验,近地铁,精装,集中供暖",0,2
昌平-霍营-华龙苑南里,北,合租,3居室,6,15.3,2590,自如,"公寓,精装,集中供暖,押一付一",1,0
朝阳-常营-住欣家园,东,整租,2室1厅1卫,26,70.91,5660,自如,"公寓,精装,押一付一,随时看房",1,1
密云-鼓楼街道-白檀小区,南北,整租,3室2厅1卫,6,94.97,1700,链家,"官方核验,集中供暖,随时看房",0,0
朝阳-红庙-红庙北里,南,整租,1室1厅1卫,16,44.52,6230,自如,"公寓,精装,集中供暖,押一付一",1,1
丰台-新宫-公园懿府,南,合租,4居室,15,18.5,2630,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
朝阳-双桥-金隅可乐,东,整租,2房间1卫,19,73.0,4600,链家,"官方核验,近地铁,精装,集中供暖",0,1
朝阳-北苑-世华泊郡,南北,整租,3室1厅2卫,27,130.0,12000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,1
房山-良乡-首创紫悦台,南,整租,2室1厅1卫,14,83.24,4000,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
朝阳-望京-望京新城,南,整租,2室1厅1卫,20,101.94,11600,链家,"官方核验,近地铁,精装,集中供暖",0,1
朝阳-红庙-延静里中街,南,整租,2室1厅1卫,6,56.0,6990,自如,"公寓,精装,集中供暖,押一付一",0,0
海淀-西山-中间建筑三区,南北,整租,4室2厅3卫,4,250.0,38000,链家,"官方核验,精装",0,2
房山-阎村-绿城百合公寓南区,南北,整租,3室2厅2卫,5,142.69,3500,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
昌平-霍营-紫金新干线二期,南北,整租,4室1厅2卫,10,134.19,8500,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
朝阳-望京-望京新城,南,整租,2室1厅1卫,27,100.0,7500,链家,"官方核验,集中供暖,随时看房",0,1
丰台-岳各庄-大成时代公馆,东,整租,2房间1卫,27,88.4,7300,链家,"官方核验,集中供暖",0,1
丰台-科技园区-臻御府,南,整租,1室1厅1卫,27,47.54,5390,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
西城-木樨地-莲花池东路甲5号院,西,整租,1室1厅1卫,28,45.04,5000,链家,"官方核验,精装,集中供暖,随时看房",0,1
朝阳-东大桥-金桐拾贰,南,整租,1室1厅1卫,36,118.27,36000,链家,"官方核验,近地铁,精装,集中供暖",0,1
门头沟-滨河西区-熙旺中心,北,整租,2房间1卫,26,74.0,3200,链家,"官方核验,集中供暖,随时看房",0,1
大兴-黄村中-黄村西里,南北,整租,2室1厅1卫,5,46.09,3000,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
密云-溪翁庄镇-远大美域,南北,整租,4室3厅2卫,3,245.14,3000,链家,"官方核验,双卫生间",0,0
通州-临河里-久居雅园,南北,整租,2室1厅1卫,6,88.46,4600,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
昌平-沙河-高教大楼,东,整租,1房间1卫,28,18.0,1200,链家,"官方核验,随时看房",0,1
朝阳-百子湾-金泰先锋北区,南,整租,2室1厅2卫,16,91.55,9430,自如,"公寓,精装,集中供暖,押一付一,双卫生间,随时看房",1,1
海淀-马甸-月季园,东,整租,3室1厅1卫,20,79.7,8500,链家,"官方核验,月租,近地铁,精装,集中供暖,随时看房",0,1
朝阳-北苑-美立方,南,合租,4居室,17,18.18,4430,自如,"公寓,独立卫生间,近地铁,精装,集中供暖,押一付一",1,1
朝阳-望京-宝星园一区,南,合租,2居室,24,15.0,2088,住呗公寓北京,"公寓,精装,集中供暖,随时看房",1,1
朝阳-望京-远洋万和公馆,南北,整租,3室3厅4卫,29,256.06,43000,链家,"官方核验,精装,集中供暖",0,2
亦庄开发区-亦庄-力宝广场,南,整租,3房间0卫,25,82.5,7000,链家,"官方核验,近地铁,集中供暖",0,1
海淀-西三旗-新康园,南,合租,3居室,5,8.1,2330,自如,"公寓,精装,押一付一,随时看房",1,0
石景山-鲁谷-重兴园,东南,整租,2室1厅1卫,24,88.46,5400,链家,"官方核验,集中供暖",0,1
通州-潞苑-东潞苑,南北,整租,2室2厅1卫,6,110.0,4000,链家,"官方核验,精装,集中供暖",0,0
石景山-古城-古城南里,北,合租,2居室,16,9.3,2560,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,1
昌平-沙河-碧水庄园,东南西北,整租,4室2厅4卫,2,346.23,38000,链家,"官方核验,精装,集中供暖",0,2
房山-阎村-绿城百合公寓南区,南北,整租,3室2厅2卫,6,116.98,2700,链家,"官方核验,精装,双卫生间",0,0
朝阳-朝阳门外-芳草苑公寓,东,整租,2室1厅1卫,11,68.06,10060,自如,"公寓,精装,集中供暖,押一付一",1,0
怀柔-怀柔-开放路,南北,整租,2室1厅1卫,6,88.0,2300,链家,"官方核验,精装,集中供暖",0,0
东城-永定门-百荣嘉园,南,整租,2室1厅1卫,21,56.73,5500,链家,"官方核验,集中供暖,随时看房",0,1
丰台-玉泉营-首经贸中街1号院,南北,整租,2室1厅1卫,21,87.09,7500,链家,"官方核验,近地铁,精装",0,1
海淀-紫竹桥-七贤村,南,整租,3室1厅1卫,11,99.58,13500,链家,"官方核验,近地铁,精装,集中供暖",0,0
海淀-皂君庙-皂君东里,南,整租,1室1厅1卫,16,53.05,6300,链家,"官方核验,集中供暖",0,1
朝阳-望京-中环南路5号院,南北,整租,2室1厅1卫,6,73.32,6100,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
顺义-顺义城-双兴南区,南北,整租,3室1厅1卫,6,106.74,3800,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
丰台-七里庄-庄维花园,西南,合租,3居室,14,17.4,3190,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
朝阳-红庙-延静里中街3号院,南,合租,3居室,21,8.3,2930,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,1
房山-长阳-康泽佳苑南区,北,整租,2室1厅1卫,18,53.02,4130,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
海淀-海淀北部新区-唐家岭新城,南,整租,2室1厅1卫,19,54.54,6590,自如,"公寓,精装,押一付一,随时看房",0,1
朝阳-西坝河-西坝河南里,东南,合租,2居室,12,9.8,2717,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一,随时看房",0,0
丰台-北京南站-开阳里七区,西,合租,2居室,6,11.24,3090,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
朝阳-亮马桥-新源街,北,合租,3居室,16,15.4,3490,自如,"公寓,月租,精装,独立阳台,集中供暖,押一付一",1,1
海淀-六里桥-铁路小区,西,整租,1室1厅1卫,24,46.27,5100,链家,"官方核验,精装,集中供暖,随时看房",0,1
海淀-万柳-碧水云天,南北,整租,4室2厅2卫,12,178.28,33000,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0,2
大兴-旧宫-清逸园,南北,整租,2室1厅1卫,6,68.91,4700,链家,"官方核验,精装,集中供暖,随时看房",0,0
顺义-顺义城-石景苑,东南,整租,2室1厅1卫,14,96.0,4000,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
丰台-角门-角门东里,东,合租,3居室,6,16.6,2890,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
房山-房山其它-龙湖熙湖悦著,南北,整租,3室2厅1卫,6,85.94,3500,链家,"官方核验,精装",0,0
昌平-回龙观-首开国风美唐一期,南,合租,3居室,11,22.9,3260,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1,0
西城-宣武门-庄胜二期,西南,整租,3室2厅2卫,10,148.1,26500,链家,"官方核验,近地铁,集中供暖,双卫生间",0,0
朝阳-双桥-远洋一方新悦二期,南北,整租,3室1厅1卫,17,118.0,7300,链家,"官方核验,精装,集中供暖",0,1
房山-长阳-天资华府,南,合租,4居室,19,18.0,1630,自如,"公寓,精装,独立阳台,集中供暖,押一付一",1,1
朝阳-东大桥-核桃园北里,南,合租,3居室,6,18.5,4000,四维空间,"公寓,独立卫生间,近地铁,精装,独立阳台,集中供暖,随时看房",1,0
朝阳-农展馆-麦子店街,南,整租,1室1厅1卫,6,39.22,6659,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
朝阳-双井-首城国际A区,东南,整租,2室1厅1卫,18,90.94,9500,链家,"官方核验,精装,集中供暖",0,1
朝阳-潘家园-松榆西里,南,合租,3居室,20,10.0,2760,自如,"公寓,近地铁,精装,集中供暖,押一付一",1,1
朝阳-百子湾-沿海赛洛城二期,北,合租,3居室,19,14.3,2860,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
昌平-天通苑-天通西苑三区,南,合租,4居室,32,31.8,2890,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0,1
朝阳-健翔桥-华严北里1号院,南,整租,1室1厅1卫,6,42.0,5300,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
丰台-蒲黄榆-定安东里,南北,整租,3室1厅1卫,6,67.0,6000,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
朝阳-农展馆-清境明湖,北,整租,2室1厅1卫,7,174.4,24000,曼舍MAISON,"公寓,月租,近地铁,精装,押一付一,随时看房",0,0
朝阳-惠新西街-小关北里,北,合租,3居室,12,15.3,3353,自如,"公寓,月租,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
顺义-天竺-天竺花园,南北,整租,3室2厅2卫,7,141.0,7000,链家,"官方核验,精装,双卫生间",0,0
海淀-牡丹园-都景苑,西,合租,3居室,24,10.1,3260,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
大兴-高米店-郁花园一里,北,合租,4居室,7,14.45,2090,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
海淀-军博-玉渊潭南路9号院,南北,整租,2室1厅2卫,9,98.0,15000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0,0
朝阳-望京-国风上观,南北,整租,4室2厅2卫,27,209.0,21000,链家,"官方核验,精装,双卫生间",0,1
顺义-顺义其它-华英园,南北,整租,3室1厅1卫,6,103.8,3600,链家,"官方核验,近地铁,集中供暖",0,0
海淀-西三旗-SOCO公社,南,整租,2房间1卫,15,63.04,5300,链家,"官方核验,集中供暖,随时看房",0,1
海淀-西北旺-百草园,南北,整租,2室1厅1卫,6,70.12,7800,链家,"官方核验,近地铁,精装,集中供暖",0,0
通州-潞苑-通瑞嘉苑西区,南,整租,2室1厅1卫,28,74.49,4390,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
丰台-刘家窑-扑满山,西,整租,1室1厅1卫,18,81.0,8000,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
昌平-回龙观-龙腾苑三区,西,合租,3居室,6,12.2,2460,自如,"公寓,精装,押一付一,随时看房",1,0
石景山-老山-老山西里,南北,整租,3室1厅1卫,6,66.0,5500,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
大兴-枣园-首邑溪谷,南北,整租,2室1厅2卫,14,47.0,4500,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
亦庄开发区-亦庄河西区-棠颂雅苑,东南,整租,2室1厅1卫,22,77.52,4500,链家,"官方核验,精装,集中供暖",0,1
朝阳-管庄-京通苑,西北,整租,3室2厅2卫,18,132.5,8000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,1
东城-左安门-左安浦园,南,整租,1室1厅1卫,16,53.98,5730,自如,"公寓,精装,押一付一,随时看房",1,1
朝阳-红庙-延静里中街3号院,北,合租,3居室,6,11.8,2830,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",1,0
朝阳-望京-宝星国际二期,西南,整租,1室1厅1卫,25,63.64,8090,自如,"公寓,近地铁,精装,押一付一,随时看房",1,1
亦庄开发区-亦庄-林肯公园,东南,整租,4房间2卫,24,220.0,17000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,1
朝阳-朝阳公园-泛海国际香海园,南北,整租,4室2厅3卫,18,248.0,37000,链家,"官方核验,精装,集中供暖",0,2
朝阳-朝阳公园-公园大道,东南北,整租,4室2厅3卫,31,293.0,45000,链家,"官方核验,近地铁",0,2
东城-天坛-金鱼池中区,东,合租,4居室,7,13.0,3360,自如,"公寓,精装,独立阳台,押一付一,随时看房",1,0
海淀-军博-铁东小区,东,整租,1室1厅1卫,11,36.9,6000,链家,"官方核验,精装,集中供暖,随时看房",0,0
朝阳-管庄-烟厂宿舍,南,整租,2室1厅1卫,6,54.89,4930,自如,"公寓,近地铁,精装,集中供暖,押一付一",0,0
顺义-李桥-馨港庄园二区,南北,整租,2室2厅2卫,6,110.0,4800,链家,"官方核验,精装,集中供暖,双卫生间",0,0
朝阳-望京-华鼎世家,东南西北,整租,3室2厅2卫,20,214.04,22000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,1
海淀-五棵松-永金里小区,南,合租,3居室,6,15.86,3130,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
海淀-西山-巨山馨苑,南北,整租,2室1厅1卫,6,82.3,6000,链家,"官方核验,精装,随时看房",0,0
通州-马驹桥-融科钧廷,南北,整租,3室1厅2卫,15,115.0,6000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,1
怀柔-怀柔-臻品园7号院,南北,整租,2室1厅1卫,7,84.43,2350,链家,官方核验,0,0
房山-长阳-西悦雅居,南,整租,2室1厅1卫,16,88.88,3800,链家,"官方核验,集中供暖,随时看房",0,1
昌平-立水桥-清水园一期,南,合租,3居室,6,10.24,2260,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
怀柔-怀柔-安乐馨居,南北,整租,2室1厅1卫,15,84.39,2400,链家,"官方核验,精装,集中供暖,随时看房",0,1
海淀-知春路-知春路56号院,北,合租,3居室,12,8.12,3460,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
昌平-回龙观-龙跃苑四区,北,合租,3居室,6,13.77,2483,自如,"公寓,月租,精装,押一付一,随时看房",0,0
丰台-大红门-建欣苑四里,南,整租,2室1厅1卫,6,63.54,5490,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
西城-金融街-鲍家街,东南,整租,1室1厅1卫,16,37.8,6900,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
门头沟-上岸地铁-长安天街,东南西,整租,2房间0卫,28,106.14,9500,链家,"官方核验,近地铁,精装,集中供暖",0,1
海淀-上地-宜品上层,东,整租,2房间1卫,9,58.0,6490,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
朝阳-潘家园-弘善家园,北,合租,3居室,13,7.8,2490,自如,"公寓,精装,押一付一,随时看房",1,0
朝阳-双桥-康泉小区,西,整租,2室1厅1卫,28,75.94,5590,自如,"公寓,精装,集中供暖,押一付一",1,1
门头沟-大峪-黑山A5区,南,整租,1室1厅1卫,28,45.47,3390,自如,"公寓,精装,集中供暖,押一付一",1,1
海淀-紫竹桥-三虎桥南路17号院,南北,整租,2室1厅1卫,5,53.4,7000,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
朝阳-华威桥-美景东方,东南,整租,2室1厅1卫,25,86.0,8000,链家,"官方核验,精装,集中供暖,随时看房",0,1
通州-潞苑-运通花园,南北,整租,4室2厅4卫,2,279.1,20000,链家,"官方核验,精装,集中供暖",0,2
西城-月坛-三里河一区,南北,整租,2室1厅1卫,6,76.0,11500,链家,"官方核验,近地铁,集中供暖",0,0
昌平-霍营-华龙苑南里,南北,整租,1室1厅1卫,6,56.24,4200,链家,"官方核验,近地铁,集中供暖,随时看房",0,0
朝阳-豆各庄-恒大领寓,东,整租,1房间1卫,13,53.0,4600,链家,"官方核验,近地铁,精装,集中供暖",0,0
朝阳-北苑-筑华年,东南,整租,3室1厅1卫,28,91.0,8500,链家,"官方核验,精装,集中供暖,随时看房",0,1
朝阳-朝阳公园-棕榈泉国际公寓,东南北,整租,3室2厅2卫,27,190.0,30000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,1
