地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选,Cluster
丰台-太平桥-太平桥小区,南,整租,2室1厅1卫,24,56.0,5600,链家,"官方核验,近地铁,精装,集中供暖",0,1
东城-永定门-琉璃井东街,南,整租,1室1厅1卫,6,36.58,5390,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
通州-万达-保利大都汇,东南,整租,1室1厅1卫,22,53.0,5200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
朝阳-垡头-双合家园,西,合租,3居室,22,8.1,2030,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,1
西城-木樨地-真武庙二里,北,整租,1室1厅1卫,18,44.4,7060,自如,"公寓,月租,精装,集中供暖,押一付一",1,1
石景山-苹果园-苹果汇,南,整租,2房间1卫,15,72.83,5850,链家,"官方核验,精装,集中供暖",0,1
房山-良乡-兴家小区,南北,整租,2室1厅1卫,6,80.16,2500,链家,"官方核验,近地铁,集中供暖",0,0
石景山-苹果园-远洋春秋里,北,整租,2房间1卫,13,50.0,6300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
海淀-海淀北部新区-友谊嘉园三期,南,合租,3居室,15,10.9,2360,自如,"公寓,精装,押一付一,随时看房",1,0
大兴-天宫院-保利首开熙悦春天,南,合租,4居室,21,10.1,1890,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
海淀-公主坟-普惠南里,东南,整租,2室1厅1卫,16,58.0,6000,链家,"官方核验,集中供暖,随时看房",0,1
亦庄开发区-亦庄河西区-南海家园六里,东南北,整租,2室1厅1卫,18,90.0,4600,链家,"官方核验,集中供暖",0,1
朝阳-双井-双花园西里,北,合租,4居室,7,14.03,2830,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
海淀-清河-橡树湾三期,东,整租,1室1厅1卫,18,72.0,9000,链家,"官方核验,近地铁,精装,集中供暖",0,1
海淀-海淀北部新区-大牛坊三期,南,合租,3居室,12,11.5,2530,自如,"公寓,精装,独立阳台,押一付一,随时看房",0,0
房山-窦店-山水汇豪苑B区,南北,整租,2室1厅1卫,15,86.88,2000,链家,"官方核验,精装",0,1
顺义-马坡-中晟馨苑小区四号院,南北,整租,2室1厅1卫,16,80.0,3200,链家,"官方核验,精装",0,1
顺义-顺义城-西辛南区,南,合租,3居室,5,27.46,1890,自如,"公寓,月租,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
朝阳-建国门外-建国里,南,整租,2室1厅1卫,6,52.3,7790,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
丰台-菜户营-金都苑,西南,整租,1室1厅1卫,29,61.2,6000,链家,"官方核验,近地铁",0,1
朝阳-劲松-农光东里,南,整租,1室1厅1卫,6,37.56,5490,自如,"公寓,月租,精装,集中供暖,押一付一",1,0
密云-鼓楼街道-东鱼市口胡同,南,整租,2室2厅1卫,14,98.2,2100,链家,"官方核验,精装,集中供暖",0,0
朝阳-常营-苹果派,南北,整租,2室2厅2卫,12,110.77,7600,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0,0
朝阳-酒仙桥-阳光上东,西南东北,整租,2室1厅2卫,9,129.0,19800,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,0
东城-永定门-天天家园,西,整租,2室1厅1卫,11,106.6,8000,链家,"官方核验,精装",0,0
朝阳-奥林匹克公园-国奥村,南北,整租,4室2厅3卫,9,221.56,35000,链家,"官方核验,精装,集中供暖",0,2
海淀-中关村-教委计生委大院,南,整租,1室1厅1卫,7,45.0,8890,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
海淀-军博-羊坊店居民楼,南,合租,3居室,6,13.1,3630,自如,"公寓,精装,集中供暖,押一付一",1,0
朝阳-奥林匹克公园-林萃路10号院,南,整租,2室1厅1卫,7,65.5,7260,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
朝阳-望京-大西洋新城D区,西,整租,1室1厅1卫,26,60.58,8000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
朝阳-望京-国风北京,南,合租,4居室,14,16.0,3490,自如,"公寓,精装,押一付一,随时看房",1,0
海淀-西三旗-文晟家园南里,南,整租,1室1厅1卫,21,60.0,6960,自如,"公寓,精装,集中供暖,押一付一",1,1
门头沟-大峪-中门寺南坡小区,南,整租,1室1厅1卫,28,47.0,4000,链家,"官方核验,精装,集中供暖",0,1
朝阳-惠新西街-樱花园,北,合租,3居室,6,7.3,2830,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一,随时看房",1,0
东城-东直门-春秀路,南,整租,2室1厅1卫,21,62.5,8630,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一,随时看房",1,1
丰台-宋家庄-政馨园三区,北,整租,2室1厅1卫,12,96.52,7490,自如,"公寓,精装,押一付一,随时看房",1,0
朝阳-西坝河-金岛花园,西南,合租,3居室,22,11.1,3390,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
朝阳-双井-富力城A区,南,整租,3室1厅2卫,28,125.0,15500,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,1
朝阳-安贞-安华西里社区,东,整租,2室1厅1卫,12,59.15,7530,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
朝阳-燕莎-霞光里30号院,南北,整租,2室1厅1卫,6,56.0,6300,链家,"官方核验,精装,集中供暖,随时看房",0,0
东城-崇文门-法华南里,东,整租,1室1厅1卫,6,48.69,4900,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
石景山-石景山其它-绿地环球文化金融城,北,整租,2房间1卫,23,50.0,5005,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
朝阳-惠新西街-惠新里小区,南,整租,2室1厅1卫,4,59.0,7847,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
亦庄开发区-亦庄河西区-北京城建海梓府,南北,整租,4室2厅3卫,4,280.73,25000,链家,"官方核验,精装,集中供暖,随时看房",0,2
西城-阜成门-百万庄大街,南北,整租,2室1厅1卫,12,111.0,18000,链家,"官方核验,近地铁,精装",0,0
昌平-回龙观-首开智慧社,西,合租,3居室,17,9.2,2403,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一,随时看房",0,1
通州-通州其它-城市之光·东望,南北,整租,3室1厅1卫,16,89.77,5700,链家,"官方核验,精装,随时看房",0,1
西城-六铺炕-六铺炕二区,东,整租,1室1厅1卫,15,53.8,6500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
丰台-草桥-玺萌丽苑,北,整租,1室0厅1卫,24,28.33,4100,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
海淀-五道口-中关村北一条,南北,整租,2室1厅1卫,5,62.7,9200,链家,"官方核验,精装,集中供暖",0,0
东城-东花市-东花市北里东区,南北,整租,2室1厅1卫,6,77.0,9500,链家,"官方核验,集中供暖,随时看房",0,0
海淀-西北旺-如园北区,南北,整租,3室3厅2卫,10,224.2,35000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,2
朝阳-常营-北京像素北区,东南,整租,2房间2卫,13,50.0,6200,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0,0
顺义-中央别墅区-龙湾别墅,南,整租,4室2厅4卫,3,310.0,40000,链家,"官方核验,精装",0,2
通州-临河里-华远铭悦,南北,整租,4室2厅2卫,18,161.41,7250,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0,1
大兴-旧宫-京能丨电建·洺悦湾,南北,整租,4室1厅2卫,9,133.0,10800,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,0
西城-月坛-月坛北街25号院,东西,整租,3室1厅1卫,6,62.3,11500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
丰台-蒲黄榆-刘家窑南里,南,合租,3居室,6,17.9,3260,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一",1,0
朝阳-望京-融科橄榄城二期,南,整租,2室2厅1卫,18,95.08,11500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
大兴-高米店-郁花园二里,南,合租,4居室,7,11.4,2060,自如,"公寓,月租,精装,押一付一",1,0
朝阳-惠新西街-小关北里43号院,北,整租,3室1厅1卫,18,111.94,14260,自如,"公寓,精装,集中供暖,押一付一",1,1
朝阳-望京-世安家园,南北,整租,2室1厅1卫,6,66.33,6000,链家,"官方核验,随时看房",0,0
通州-九棵树(家乐福)-龙湖花盛香醍,南北,整租,5室2厅4卫,6,289.0,20000,链家,"官方核验,精装,集中供暖",0,2
昌平-回龙观-京投发展公园悦府一区,南,合租,3居室,22,6.8,2060,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,1
海淀-二里庄-志新村,东,合租,2居室,18,17.2,3952,自如,"公寓,月租,精装,独立阳台,集中供暖,押一付一,随时看房",0,1
密云-鼓楼街道-鼓楼东区,南北,整租,2室2厅1卫,6,84.16,1600,链家,"官方核验,集中供暖,随时看房",0,0
朝阳-双井-富力城C区,东南南北,整租,4室2厅3卫,20,226.0,32000,链家,"官方核验,精装,集中供暖",0,2
东城-朝阳门内-大方家胡同,东,整租,2室1厅1卫,6,51.75,7860,自如,"公寓,精装,押一付一,随时看房",0,0
朝阳-东大桥-工体南路,南,整租,1室1厅1卫,18,40.26,6200,链家,"官方核验,近地铁,精装,集中供暖",0,1
朝阳-望京-东湖湾二期,东西,整租,2室1厅1卫,26,87.0,10500,链家,"官方核验,精装,集中供暖,随时看房",0,1
丰台-马家堡-富卓苑,北,整租,1室1厅1卫,20,34.49,4130,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
怀柔-怀柔-南华园二区,南北,整租,3室1厅1卫,6,91.78,2400,链家,"官方核验,集中供暖,随时看房",0,0
朝阳-朝阳公园-泛海世家西府,南北,整租,5室2厅4卫,10,371.29,125000,链家,"官方核验,精装,集中供暖",0,2
房山-长阳-康泽佳苑南区,南,整租,2室1厅1卫,28,54.19,3100,链家,"官方核验,精装,集中供暖,随时看房",0,1
昌平-回龙观-北店嘉园,北,合租,5居室,6,7.2,1730,自如,"公寓,精装,押一付一,随时看房",0,0
海淀-西北旺-如园北区,南北,整租,5室2厅4卫,10,306.99,41000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,2
门头沟-滨河西区-熙旺中心,南,整租,3房间1卫,25,83.0,3300,链家,"官方核验,集中供暖,随时看房",0,1
通州-通州北苑-广通小区,南,合租,3居室,24,15.7,2660,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
朝阳-国展-柳芳南里,南,整租,1室1厅1卫,18,45.0,7000,链家,"官方核验,近地铁,精装,集中供暖",0,1
朝阳-华威桥-双龙南里,南,整租,2室1厅1卫,6,43.7,5690,自如,"公寓,精装,集中供暖,押一付一",1,0
海淀-马连洼-西山华府珑园,南北,整租,4室2厅2卫,8,177.0,21000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,0
门头沟-上岸地铁-梧桐苑栖凤园,南,整租,2室1厅1卫,27,87.43,4500,链家,"官方核验,集中供暖,随时看房",0,1
海淀-甘家口-甘家口小区,西南,整租,1室1厅1卫,12,43.0,5800,链家,"官方核验,近地铁,集中供暖",0,0
朝阳-石佛营-八里庄北里1号院,南北,整租,2室1厅2卫,6,62.0,6900,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0,0
海淀-清河-金隅美和园东区,南,整租,1室1厅1卫,6,66.77,6300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
丰台-科技园区-中海九号公馆二区,南北,整租,4室2厅2卫,16,179.71,20000,链家,"官方核验,精装,集中供暖,双卫生间",0,1
海淀-甘家口-三里河路5号院,南北,整租,2室1厅1卫,6,53.05,8200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
朝阳-甜水园-道家园,南北,整租,2室1厅1卫,7,59.0,5600,链家,"官方核验,精装,集中供暖,随时看房",0,0
丰台-北大地-福顺里,南北,整租,3室1厅1卫,6,87.13,6000,链家,"官方核验,集中供暖,随时看房",0,0
西城-白纸坊-南菜园街1号院,南北,整租,2室1厅1卫,6,57.14,6300,链家,"官方核验,精装,集中供暖",0,0
昌平-东关-清朗园,南北,整租,2室1厅1卫,6,104.11,3900,链家,"官方核验,精装,集中供暖",0,0
朝阳-酒仙桥-将府家园,西,合租,3居室,20,12.5,2760,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,1
朝阳-望京-北纬40度二期,东南北,整租,2室1厅1卫,29,98.85,8500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
顺义-顺义城-西辛南区,南北,整租,2室1厅1卫,6,85.0,3200,链家,"官方核验,月租,集中供暖,随时看房",0,0
朝阳-朝阳门外-悠唐国际中心,南,整租,3室0厅0卫,19,107.36,17000,链家,"官方核验,近地铁,集中供暖,随时看房",0,1
朝阳-奥林匹克公园-澳林春天四期,南北,整租,2室2厅1卫,13,110.83,11600,链家,"官方核验,精装,随时看房",0,0
海淀-西二旗-铭科苑,东,整租,2室1厅1卫,6,72.0,7690,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1,0
东城-广渠门-东环居苑,南,整租,2室1厅1卫,22,61.0,6200,链家,"官方核验,精装,集中供暖,随时看房",0,1
朝阳-双桥-艺水芳园,东,合租,3居室,15,9.4,2060,自如,"公寓,精装,押一付一",1,0
石景山-苹果园-西山奥园,南北,整租,3室1厅2卫,15,91.0,7500,链家,"官方核验,精装,集中供暖,双卫生间",0,1
朝阳-红庙-光华路,南,整租,2室1厅1卫,6,57.57,7290,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1,0
海淀-学院路-清华东路9号院,北,合租,4居室,28,11.4,3560,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
朝阳-朝青-小悦中心创意商业,西北,整租,3房间2卫,12,41.0,5200,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,0
朝阳-北苑-北苑家园茉藜园,东南,合租,3居室,24,17.0,3400,天宏达,"公寓,独立卫生间,月租,近地铁,精装",0,1
朝阳-国展-力鸿花园,东,合租,4居室,12,10.6,3030,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
朝阳-常营-苹果派,南,合租,3居室,10,14.0,2590,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,0
丰台-岳各庄-紫熙台,南,整租,3房间2卫,26,103.62,8900,链家,"官方核验,精装,集中供暖,双卫生间",0,1
顺义-中央别墅区-誉天下盛寓,南北,整租,3室2厅2卫,5,120.0,13000,链家,"官方核验,精装,集中供暖,双卫生间",0,0
朝阳-建国门外-长安6号,北,整租,1室0厅1卫,18,45.15,5500,链家,"官方核验,业主自荐,近地铁,集中供暖",0,1
房山-良乡-北京时代广场,西南,整租,2房间1卫,17,66.04,3200,链家,"官方核验,近地铁,精装,集中供暖",0,1
朝阳-四惠-壹线国际,南,整租,1室1厅1卫,9,51.0,6100,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
亦庄开发区-亦庄河西区-金茂逸墅,南北,整租,3室2厅2卫,9,135.2,11000,链家,"官方核验,精装,集中供暖,双卫生间",0,0
丰台-丽泽-丽泽景园,南,整租,1室1厅1卫,27,70.0,5500,链家,"官方核验,精装,随时看房",0,1
丰台-新宫-南庭新苑北区,南北,整租,2室1厅1卫,16,68.64,5300,链家,"官方核验,业主自荐,近地铁,精装,集中供暖,随时看房",0,1
朝阳-北苑-华贸城,西,整租,1室1厅1卫,28,53.0,6090,自如,"公寓,精装,押一付一,随时看房",1,1
亦庄开发区-亦庄-米兰天空,南北,整租,3室2厅2卫,4,164.84,9000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,0
朝阳-大望路-石韵浩庭,西南,整租,2室1厅1卫,15,79.19,10500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
朝阳-红庙-红庙西里,东南,整租,1室1厅1卫,14,33.33,5200,链家,"官方核验,近地铁,集中供暖",0,0
朝阳-北苑-北苑家园绣菊园,西南,整租,2室1厅1卫,25,74.22,5900,链家,"官方核验,业主自荐,精装,集中供暖",0,1
丰台-成寿寺-华芳园,东南,整租,2室1厅1卫,24,80.0,6300,链家,"官方核验,集中供暖,随时看房",0,1
西城-阜成门-扣钟北里西区,东西,整租,2室1厅1卫,16,65.0,8000,链家,"官方核验,业主自荐,近地铁,精装,集中供暖,随时看房",0,1
顺义-顺义城-金汉绿港四区,南,整租,3室1厅1卫,20,106.0,5300,链家,"官方核验,近地铁,精装,集中供暖",0,1
朝阳-健翔桥-华严北里小区,南,合租,3居室,18,6.9,2460,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,1
顺义-天竺-天竺花园,南北,整租,3室2厅1卫,7,108.0,6000,链家,"官方核验,精装,集中供暖",0,0
朝阳-甜水园-甜水园东里,北,合租,3居室,6,7.0,2330,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
朝阳-望京-北纬40度二期,东北,整租,2室1厅1卫,29,98.11,9000,链家,"官方核验,近地铁,精装,集中供暖",0,1
丰台-青塔-广安康馨家园南区,南,整租,1室1厅1卫,18,43.15,4200,链家,"官方核验,精装,集中供暖",0,1
西城-宣武门-椿树园,东南,整租,2室1厅1卫,18,68.0,9500,链家,"官方核验,近地铁,精装,集中供暖",0,1
亦庄开发区-亦庄河西区-金隅学府,南,整租,2室1厅1卫,18,82.0,6000,链家,"官方核验,精装,集中供暖",0,1
朝阳-酒仙桥-芳园南里,南北,整租,2室1厅1卫,6,56.73,5200,链家,"官方核验,精装,集中供暖,随时看房",0,0
海淀-五棵松-紫金长安,南北,整租,3室2厅2卫,15,188.07,23000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0,1
顺义-顺义城-石园西区,东南北,整租,2室1厅2卫,6,78.0,3000,链家,"官方核验,精装,集中供暖,双卫生间",0,0
朝阳-安贞-安华里社区,西,整租,1室1厅1卫,16,43.28,5900,链家,"官方核验,近地铁,精装,集中供暖",0,1
丰台-洋桥-花椒树社区,南,整租,2室1厅1卫,6,55.68,4600,链家,"官方核验,精装,集中供暖,随时看房",0,0
昌平-天通苑-天通苑北一区,南,整租,2室1厅1卫,18,90.0,6200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
朝阳-酒仙桥-燕莎后,西,整租,2室1厅1卫,18,99.02,9860,自如,"公寓,精装,集中供暖,押一付一,随时看房",0,1
海淀-马连洼-菊园,南北,整租,3室1厅1卫,6,80.0,7000,链家,"官方核验,集中供暖",0,0
海淀-清河-永泰西里,南北,整租,2室1厅1卫,6,57.0,5400,链家,"官方核验,集中供暖",0,0
大兴-瀛海-瀛海府,南,合租,3居室,21,10.8,2330,自如,"公寓,近地铁,精装,押一付一,随时看房",0,1
朝阳-中央别墅区-中海首开拾光里,南北,整租,4室2厅3卫,6,143.0,10500,链家,"官方核验,精装,随时看房",0,0
朝阳-豆各庄-富力又一城C区,南,整租,1室0厅1卫,21,47.0,4200,链家,"官方核验,近地铁,精装",0,1
大兴-枣园-首邑溪谷,南北,整租,3室1厅2卫,14,47.0,4700,链家,"官方核验,集中供暖,双卫生间,随时看房",0,0
昌平-天通苑-天通苑东一区,南,合租,3居室,7,16.0,2890,自如,"公寓,独立卫生间,近地铁,精装,集中供暖,押一付一",1,0
朝阳-常营-万象新天四区,南,合租,4居室,18,10.6,2390,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,1
丰台-广安门-莲花池南里小区,北,合租,3居室,6,7.8,2430,自如,"公寓,精装,集中供暖,押一付一",1,0
西城-阜成门-阜成门外北四巷,南北,整租,3室1厅1卫,4,99.0,12500,链家,"官方核验,近地铁,精装,集中供暖",0,0
顺义-顺义城-仓上小区,南北,整租,2室1厅1卫,6,75.13,3000,链家,"官方核验,精装,集中供暖,随时看房",0,0
海淀-马连洼-圆明园花园别墅,东,合租,5居室,6,19.1,3259,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
密云-溪翁庄镇-弗农小镇,南北,整租,2室1厅1卫,9,74.08,3500,链家,"官方核验,精装",0,0
朝阳-安贞-安华西里社区,南北,整租,3室1厅1卫,16,82.82,8500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
朝阳-CBD-万达广场公寓,南北,整租,2室1厅1卫,30,126.15,17500,链家,"官方核验,近地铁,精装,集中供暖",0,1
石景山-古城-中海金石公馆,南北,整租,3室2厅2卫,18,135.0,13000,链家,"官方核验,精装,集中供暖,双卫生间",0,1
丰台-科技园区-京投银泰万科西华府,南北,整租,3室2厅2卫,20,115.48,10000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0,1
朝阳-三元桥-曙光里,南,整租,1室1厅1卫,18,40.5,6800,链家,"官方核验,近地铁,精装,集中供暖",0,1
怀柔-怀柔-于家园三区,东西,整租,3室2厅1卫,6,107.0,2800,链家,"官方核验,月租,集中供暖",0,0
海淀-上地-上地东里,南北,整租,2室1厅1卫,6,63.9,6200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
朝阳-双井-华腾园,西南北,整租,3室1厅1卫,24,109.0,9200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
朝阳-定福庄-妇联小区,南,整租,1室1厅1卫,6,41.0,3500,链家,"官方核验,集中供暖",0,0
西城-天宁寺-鸭子桥北里,东,整租,2室1厅1卫,5,52.08,5800,链家,"官方核验,精装,集中供暖,随时看房",0,0
朝阳-大望路-后现代城B区,北,整租,2室1厅1卫,14,110.0,9400,链家,"官方核验,集中供暖",0,0
顺义-后沙峪-祥云赋,南北,整租,3室1厅1卫,15,89.0,6800,链家,"官方核验,随时看房",0,1
朝阳-望京-圣馨大地,西,整租,2室1厅1卫,29,113.0,9500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
怀柔-怀柔-金善名居,南北,整租,2室1厅1卫,6,76.0,2200,链家,"官方核验,精装,集中供暖",0,0
朝阳-农展馆-农业部宿舍,西,整租,2室1厅1卫,9,62.25,6300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
海淀-苏州桥-苏州街77号院,南北,整租,2室1厅1卫,6,57.8,8000,链家,"官方核验,近地铁,精装,集中供暖",0,0
丰台-科技园区-怡海花园恒泰园,南,合租,4居室,7,8.0,2027,自如,"公寓,月租,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
海淀-甘家口-机械研究院东区,东,合租,2居室,4,16.5,4064,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,0
海淀-五棵松-永金里小区,东北,合租,3居室,7,14.1,2830,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,0
朝阳-潘家园-华威西里,西南,合租,3居室,18,13.0,3030,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0,1
亦庄开发区-亦庄-国融国际,东,整租,1室1厅1卫,23,47.0,4300,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,1
海淀-苏州桥-小南庄社区,西,整租,1室1厅1卫,6,41.74,6790,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
朝阳-望京-宝星国际二期,南,整租,1室0厅1卫,25,64.0,6800,链家,"官方核验,近地铁,精装",0,1
大兴-高米店-康庄路23号院,东,合租,3居室,18,13.7,2830,自如,"公寓,独立卫生间,月租,近地铁,精装,独立阳台,押一付一,随时看房",1,1
通州-通州其它-富力尚悦居E区,南,整租,4房间1卫,9,102.0,4900,链家,"官方核验,集中供暖,随时看房",0,0
昌平-回龙观-领秀慧谷C区,南,合租,4居室,11,19.6,2760,自如,"公寓,精装,独立阳台,押一付一",1,0
顺义-后沙峪-空港吉祥花园,南,整租,2室1厅1卫,10,70.0,4800,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0,0
石景山-古城-古城西路,西北,整租,2室1厅1卫,16,65.0,5200,链家,"官方核验,精装,集中供暖,随时看房",0,1
朝阳-四惠-通惠家园,南北,整租,2室1厅1卫,7,87.06,6900,链家,"官方核验,近地铁,精装,集中供暖",0,0
朝阳-望京-华鼎世家,东南,整租,2室1厅2卫,18,136.87,14000,链家,"官方核验,近地铁,集中供暖,双卫生间",0,1
昌平-回龙观-龙锦苑五区,南北,整租,3室1厅2卫,6,122.0,7800,链家,"官方核验,精装,双卫生间,随时看房",0,0
海淀-西山-门头馨村南区,南,整租,1室1厅1卫,4,67.0,5300,链家,官方核验,0,0
昌平-天通苑-天通西苑一区,东,合租,3居室,13,12.8,2460,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,0
海淀-定慧寺-核二院,南北,整租,3室1厅1卫,7,90.0,9600,链家,"官方核验,精装,集中供暖",0,0
丰台-青塔-春园,南,整租,1室1厅1卫,18,50.08,4990,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,1
昌平-回龙观-龙博苑三区,南北,整租,2室1厅1卫,6,80.14,5200,链家,"官方核验,近地铁,精装",0,0
房山-窦店-北京城建琨廷南区,南北,整租,2室1厅1卫,6,90.51,2500,链家,"官方核验,集中供暖,随时看房",0,0
昌平-北七家-国瑞熙墅,南北,整租,2室1厅1卫,11,76.0,4400,链家,"官方核验,集中供暖,随时看房",0,0
大兴-旧宫-美然绿色家园,南,合租,3居室,6,12.0,2160,自如,"公寓,精装,集中供暖,押一付一",1,0
石景山-苹果园-苹果园小区四区,东,整租,2室1厅1卫,6,58.54,5660,自如,"公寓,精装,集中供暖,押一付一",1,0
海淀-上地-怡美家园,南,合租,4居室,10,17.48,4790,自如,"公寓,独立卫生间,精装,押一付一",1,0
丰台-马家堡-富卓苑,西,合租,3居室,6,12.1,2630,自如,"公寓,近地铁,精装,独立阳台,押一付一,随时看房",1,0
朝阳-惠新西街-小关东里8号院,北,合租,2居室,5,9.6,3190,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",0,0
朝阳-百子湾-沿海赛洛城三期,南北,整租,2室1厅1卫,11,92.0,8800,链家,"官方核验,近地铁,精装,集中供暖",0,0
朝阳-东大桥-东大桥东里,北,合租,3居室,6,9.7,3090,自如,"公寓,近地铁,精装,集中供暖,押一付一",0,0
通州-玉桥-合生滨江帝景一期,南,整租,2室1厅1卫,18,89.49,4800,链家,"官方核验,精装,集中供暖,随时看房",0,1
顺义-后沙峪-国门智慧城,南西,整租,5房间2卫,9,70.0,4200,链家,"官方核验,精装,集中供暖,双卫生间",0,0
朝阳-CBD-金地国际花园,南,整租,2室1厅2卫,33,147.0,20000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0,1
昌平-回龙观-龙锦苑六区,南,整租,2室1厅1卫,7,65.35,6090,自如,"公寓,精装,押一付一,随时看房",0,0
朝阳-双井-百环家园,东,合租,4居室,28,10.5,2860,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0,1
大兴-南中轴机场商务区-格林云墅,南北,整租,3室2厅1卫,9,89.42,3200,链家,"官方核验,集中供暖",0,0
朝阳-工体-东直门外大街(朝阳）,南,整租,2室1厅1卫,5,52.59,7190,自如,"公寓,月租,近地铁,精装,集中供暖,押一付一,随时看房",1,0
门头沟-大峪-惠民家园二区,南,整租,2室1厅1卫,20,62.0,3590,自如,"公寓,精装,集中供暖,押一付一,随时看房",1,1
朝阳-南沙滩-西奥中心,东南西南西北东北,整租,9室2厅2卫,23,816.98,100000,链家,"官方核验,近地铁,精装,双卫生间",0,2
怀柔-怀柔-礼贤街,南北,整租,1室1厅1卫,6,54.32,2300,链家,"官方核验,精装,集中供暖",0,0
朝阳-劲松-劲松二区,南,整租,1室1厅1卫,6,36.39,5558,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1,0
顺义-顺义城-西辛南区,南,合租,3居室,6,13.0,1930,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",1,0
